  5.71025200    781.99603571    7.10762030    0.02130686    0.02124141        12.47063700    786.04357051     10.74167890     0.01328534    0.02549454        3.66525900    783.20386112     15.27521231     0.00834090    0.04222524 
   4.53239000    782.00287641    7.10767391    -0.05096397    -0.01706441        4.24628300    786.04514982     10.74138368     -0.04344754    0.00131112        4.75719900    783.20023253     15.27397775     -0.01702641    -0.00462486 
   4.01838200    782.00171706    7.10776566    0.08920113    0.04228716        4.68202800    786.04505114     10.74126327     0.07095184    0.05231066        1.58899000    783.20405034     15.27319338     0.05981109    0.08960689 
   1.35407900    782.00128594    7.10807183    0.15655779    -0.09831825        2.06056500    786.04485478     10.74123562     0.11302490    -0.03045655        2.62550000    783.20114013     15.27417025     0.11149292    -0.01668601 
   2.59654500    781.99348526    7.10794905    0.05019661    0.03905224        5.36221000    786.04504566     10.74073570     0.03074389    0.05872701        5.91603800    783.20028106     15.27571186     0.01088890    0.06493388 
   1.65230200    781.99627255    7.10793444    -0.01010020    -0.03264678        3.49910400    786.04308993     10.74004774     -0.02154046    0.01140268        3.77740000    783.20357089     15.27680953     -0.05260427    -0.02153180 
   3.09446600    781.98733148    7.10884826    0.04377549    -0.02114068        8.08563300    786.04109461     10.74093767     0.03357285    0.00440517        3.41047200    783.20414063     15.27467539     0.02721941    0.02221743 
   5.25837700    782.00047602    7.10774566    0.08612684    0.05395298        9.47316500    786.04385927     10.74076386     0.06806143    0.05596106        9.08198200    783.20349600     15.27600594     0.06287805    0.04677943 
   2.46489600    782.00234119    7.10855003    -0.05129341    -0.08533718        4.40209500    786.04239157     10.73992942     -0.04380098    -0.03963147        6.14665200    783.20292611     15.27531890     -0.04950511    -0.03686779 
   3.25801000    781.99681800    7.10769657    0.08216631    0.04620404        6.81768900    786.04411573     10.74169747     0.05976252    0.05608153        1.10283100    783.20151061     15.27348617     0.06750764    0.00976853 
   2.06026600    781.98404304    7.10859930    0.07390016    -0.02955784        6.05540900    786.04176475     10.74016991     0.05214644    0.00733442        7.01435000    783.20197114     15.27627009     0.03369279    -0.01223986 
   3.17163000    781.99225354    7.10790560    -0.00641324    0.10718692        7.14979000    786.04361837     10.74093677     -0.01179474    0.10757102        3.61509200    783.20232420     15.27680375     -0.01354498    0.08530883 
   3.44185500    781.99710618    7.10844790    0.03912635    -0.00124962        7.69567000    786.04509694     10.74121747     0.02759336    0.02036054        2.02953000    783.20359720     15.27354577     0.04836319    0.00069710 
   2.53725500    781.98275304    7.10828976    0.01813982    -0.01207294        6.53757800    786.04316006     10.74179970     0.00743880    0.01380517        4.94483700    783.20399026     15.27366336     0.00111702    0.04561639 
   3.31211100    781.99727596    7.10758271    0.05716695    0.04977014        5.12099700    786.04345146     10.74024630     0.04021993    0.06198711        5.82059600    783.20432271     15.27640069     0.01807627    0.05394258 
   0.68231800    782.00990699    7.10780167    0.01490715    -0.12992193        1.08298700    786.04295485     10.74132200     -0.02025351    -0.03232421        4.45326700    783.20231735     15.27441166     -0.04180660    0.00235536 
   3.31129800    781.99362415    7.10822454    -0.07909419    0.00341691        5.64682200    786.04608479     10.74067187     -0.06831364    0.02772170        1.41904200    783.20231538     15.27642101     -0.07154556    0.01323779 
   3.02730600    781.98103355    7.10836758    0.01276430    0.02344100        8.07357600    786.04646066     10.74136120     0.00249792    0.04109595        2.44594300    783.20288437     15.27486611     0.00249936    -0.00784844 
   2.58449600    781.99493287    7.10848007    0.00757244    -0.10384767        5.31228200    786.04287812     10.74124194     0.00403964    -0.05963244        2.28887000    783.20306674     15.27352743     0.01947616    -0.02691705 
   1.93853100    781.98025626    7.10821932    -0.02121615    -0.00580802        4.22079200    786.04620722     10.73947671     -0.03330282    0.03433921        6.12963700    783.20258260     15.27673207     -0.05233631    0.00414121 
   2.48477200    781.99995550    7.10849557    -0.13467608    0.01360418        5.98663800    786.04327556     10.74129445     -0.11633086    0.03833672        3.67808100    783.20642324     15.27452098     -0.08743151    0.04386253 
   5.74739300    782.00106987    7.10807195    -0.10684712    -0.07144403        10.60661400    786.04446916     10.74133958     -0.08894505    -0.04836448        2.91595100    783.20707736     15.27436101     -0.08463248    -0.01741995 
   2.58076100    781.99227725    7.10796926    -0.09224582    0.03491218        5.52816700    786.04647020     10.74047508     -0.08517137    0.05450373        4.66711700    783.20755062     15.27695437     -0.08861865    0.03518596 
   2.26853400    781.99625138    7.10873994    -0.04889660    -0.10918763        4.22918000    786.04555387     10.74108465     -0.04544338    -0.05601361        5.67535400    783.20135636     15.27393768     -0.05453461    -0.01315884 
