  4.37944300    784.30995162    13.48471751    0.00855268     -0.02027984        3.87046600     806.47570025     27.40203553    -0.03539072     -0.02066238         3.99238500     821.01030286     52.08943246    -0.04736071    0.08801219          2.62752600     802.13255542     81.06645969    -0.06325042    0.07378558  
   3.58651600    784.30880380    13.48457025    -0.00614751     -0.03324180        3.34131800     806.47974571     27.40242857    -0.05220324     -0.03854572         4.72803900     821.01104070     52.08991535    0.01153839    -0.03891230          2.56436500     802.12618205     81.06509886    -0.01359305    -0.02657179  
   10.08778800    784.30812542    13.48428112    -0.00365892     -0.01562475        6.32729300     806.47706152     27.40318481    -0.01773463     -0.01612218         5.03521600     821.01237401     52.09075037    0.03421840    -0.01239195          3.22189700     802.12433242     81.06805028    0.00891479    -0.01544686  
   28.05501900    784.30536289    13.48435350    -0.00365510     -0.00935076        7.05517300     806.48031677     27.40470387    -0.00828318     -0.01809604         5.08845800     821.01324095     52.09167532    0.03445375    -0.00864516          2.70704700     802.12952167     81.06865623    0.00400754    -0.01377257  
   6.62555200    784.31092361    13.48446900    -0.00205873     -0.02557029        5.47350900     806.47530012     27.40197255    -0.03085041     -0.03132502         5.79047800     821.01357257     52.09075056    -0.00685973    -0.05710131          2.93804800     802.12855742     81.06824754    -0.02092547    -0.05215720  
   7.12972500    784.31050647    13.48447301    -0.00329137     -0.01703603        5.25744700     806.47509610     27.40250059    -0.03624648     -0.01471301         6.08798600     821.01147618     52.09049685    -0.02946753    0.01920291          3.13809700     802.12935621     81.06596733    -0.04104947    0.01999723  
   4.23296300    784.30789674    13.48465424    0.00316922     -0.03042731        3.10445300     806.47586439     27.40205402    -0.03832384     -0.03919982         4.58537000     821.01007993     52.08967683    0.03215132    0.00279981          3.27527000     802.12600681     81.06606025    0.01008277    0.00086312  
   6.79857200    784.30880351    13.48465784    -0.00205135     -0.02606243        4.28420000     806.47325391     27.40178972    -0.04300121     -0.03794836         4.73668700     821.01209248     52.08965535    0.01967408    -0.01584415          2.62009800     802.13128203     81.06640478    -0.00426732    -0.01118113  
   2.14660800    784.30966898    13.48518097    0.00430776     -0.07249645        2.07921500     806.47681404     27.40130535    -0.09048459     -0.09452418         3.47687300     821.00959128     52.08846999    -0.02891208    0.03920705          2.07030300     802.12563276     81.06583507    -0.05894943    0.03048475  
   12.26879100    784.30999858    13.48431696    -0.00288533     -0.00866599        8.14071800     806.47737225     27.40298474    -0.01474813     -0.00797804         6.39163300     821.01338558     52.09151626    -0.00550855    0.01806767          3.38594400     802.12562546     81.06863317    -0.02052185    0.01382641  
   8.48048800    784.31014657    13.48437539    -0.00153275     -0.02043499        6.71872100     806.47376779     27.40232007    -0.02034002     -0.02571920         6.89171100     821.01236601     52.09142264    0.00184059    -0.03413833          3.86173000     802.13429727     81.06685015    -0.01207572    -0.02896897  
   7.36591900    784.30876396    13.48449721    -0.00092977     -0.02391829        5.50944800     806.47439797     27.40218786    -0.02572087     -0.03292805         5.90818000     821.01096969     52.09041550    0.00866594    -0.02883386          4.64840700     802.12718241     81.06681565    -0.00059032    -0.02630098  
   8.91711900    784.30731439    13.48453303    -0.00426600     -0.02399285        4.38746300     806.47324375     27.40236312    -0.03282721     -0.03529259         6.54745100     821.01066949     52.08973261    -0.01370630    -0.00022426          4.76211900     802.12785167     81.06753429    -0.01359262    -0.00192297  
   11.41080400    784.30918234    13.48452383    -0.00322538     -0.01310948        6.35221800     806.47199008     27.40249026    -0.02955114     -0.01410915         4.38020500     821.01254817     52.09034857    0.00336489    0.01166776          2.83054500     802.12452678     81.06803961    -0.02610279    0.00746740  
   4.21435400    784.30990426    13.48460707    -0.00928092     -0.03910250        3.17328100     806.47164531     27.40232591    -0.06832293     -0.04227725         5.80992900     821.01025950     52.08905981    -0.00442333    -0.05091873          5.45399600     802.11992747     81.06631690    -0.00613945    -0.04603296  
   8.17235600    784.31012383    13.48441659    -0.00703030     -0.01487296        5.50141200     806.47459079     27.40277297    -0.04058719     -0.01193884         6.59021600     821.01226737     52.08996640    -0.04829149    0.01319886          3.64376400     802.12903461     81.06820500    -0.05279629    0.00768294  
   9.21035100    784.30782584    13.48451535    -0.00349767     -0.01725559        6.01451800     806.47614161     27.40170704    -0.02903408     -0.02916261         5.57063700     821.01355047     52.09087264    -0.00932228    -0.03796852          3.33990900     802.12543592     81.06714754    -0.01659800    -0.03463967  
   14.42421700    784.30843852    13.48440315    -0.00222845     -0.01010810        7.50315600     806.47401127     27.40312313    -0.01371061     -0.01107119         7.51957100     821.01311040     52.09100231    -0.01024165    0.02717123          4.00596900     802.13100341     81.06828634    -0.01697536    0.02106979  
   3.56297100    784.30959442    13.48462664    -0.00058107     -0.05194070        2.65702300     806.47286113     27.40253869    -0.06027177     -0.05240979         3.62051400     821.00803471     52.08858814    -0.04411523    0.01623421          3.83011100     802.12199612     81.06696356    -0.04916864    0.00868907  
   7.31476400    784.30734963    13.48435497    -0.00199673     -0.02018716        5.03524300     806.47441380     27.40246865    -0.02466445     -0.01880416         6.21915500     821.01357998     52.09131295    -0.01627843    -0.02375356          2.23949800     802.13646786     81.06884509    -0.03725288    -0.02264299  
   4.06538200    784.30824512    13.48479238    -0.00791117     -0.04450965        2.67957900     806.47771274     27.40194896    -0.06839988     -0.06514654         4.07326000     821.01087686     52.08861774    -0.01494170    0.02878995          2.36641900     802.12658211     81.06564381    -0.03483328    0.02049316  
